,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
527,459468,1,1,35,0,Artist,9.0,0,3.0,5,1
528,467316,0,0,42,1,Doctor,0.0,2,1.0,5,0
529,466182,0,0,41,1,Artist,2.0,2,1.0,5,2
530,463757,1,0,39,1,Artist,0.0,2,3.0,5,1
531,462314,0,0,28,0,Doctor,14.0,2,1.0,5,0
533,466652,0,1,61,1,Doctor,1.0,0,2.0,5,1
534,461664,1,1,62,1,Artist,0.0,0,4.0,5,2
535,464105,1,1,65,1,Entertainment,1.0,0,2.0,5,2
536,466790,1,1,45,1,Doctor,1.0,0,2.0,2,0
537,463844,0,1,26,1,Engineer,9.0,2,2.0,5,1
538,462913,0,0,25,1,Artist,4.0,2,5.0,5,2
539,465541,0,1,45,1,Artist,1.0,0,4.0,6,2
540,459149,1,1,43,0,Executive,0.0,1,4.0,5,1
541,464508,1,1,49,1,Executive,1.0,1,3.0,5,2
542,458999,1,1,55,1,Artist,1.0,0,2.0,5,2
543,459947,0,0,37,1,Artist,3.0,2,1.0,5,1
544,465500,1,1,65,1,Entertainment,1.0,1,2.0,5,2
546,466338,0,0,39,0,Engineer,0.0,2,3.0,3,0
547,465122,0,1,40,1,Artist,2.0,0,2.0,5,2
548,465230,1,1,72,1,Entertainment,1.0,0,3.0,5,2
549,466369,0,0,38,0,Homemaker,5.0,2,1.0,1,1
550,463939,1,0,26,0,Marketing,0.0,2,5.0,5,3
551,460825,1,0,30,1,Doctor,1.0,2,3.0,3,3
553,463471,1,0,57,1,Marketing,1.0,2,4.0,6,0
554,467415,0,0,31,1,Healthcare,1.0,2,1.0,5,3
555,465879,1,0,39,1,Artist,0.0,2,1.0,5,0
556,463961,0,0,30,0,Engineer,0.0,2,4.0,3,0
557,462634,0,1,43,0,Artist,0.0,0,3.0,3,0
558,463622,1,0,27,1,Healthcare,8.0,2,1.0,2,2
559,466624,0,1,46,0,Artist,0.0,0,4.0,2,2
560,467785,1,1,43,0,Artist,1.0,2,2.0,5,1
562,460578,1,1,28,0,Entertainment,8.0,0,4.0,6,3
563,460198,1,0,43,1,Entertainment,9.0,2,1.0,5,3
565,463581,0,0,28,1,Healthcare,1.0,2,3.0,5,3
568,464574,1,0,58,0,Healthcare,4.0,2,2.0,5,3
569,462312,0,0,38,1,Engineer,8.0,2,4.0,5,0
570,467971,0,0,31,1,Artist,1.0,2,4.0,5,3
571,464746,1,1,32,0,Executive,4.0,0,5.0,3,3
572,459298,1,1,45,1,Artist,4.0,0,4.0,5,2
573,466414,1,1,66,1,Artist,1.0,2,3.0,5,0
574,460773,0,1,51,1,Artist,1.0,0,3.0,5,2
577,465163,1,1,46,1,Artist,11.0,0,5.0,5,2
578,462222,1,0,20,0,Healthcare,1.0,2,6.0,3,3
579,459342,0,1,84,0,Lawyer,1.0,1,2.0,5,2
582,460767,1,1,57,1,Entertainment,8.0,0,5.0,1,0
583,464319,0,0,33,0,Doctor,0.0,2,1.0,5,0
584,462828,1,0,25,0,Marketing,3.0,2,3.0,4,3
587,465155,1,1,77,1,Lawyer,1.0,2,1.0,5,2
588,461704,1,1,30,1,Healthcare,1.0,2,2.0,5,0
589,464826,1,0,23,0,Healthcare,6.0,2,5.0,3,3
590,462677,0,0,43,1,Artist,2.0,2,4.0,5,1
591,465006,1,0,39,1,Entertainment,5.0,2,1.0,5,0
592,463483,1,1,29,0,Executive,1.0,1,2.0,5,3
594,459002,0,1,45,0,Engineer,2.0,2,2.0,5,3
595,465990,1,1,48,0,Executive,2.0,1,2.0,1,3
596,466044,1,1,27,0,Entertainment,0.0,0,4.0,5,0
597,461163,0,1,60,0,Entertainment,9.0,2,4.0,2,1
598,467106,1,1,45,1,Entertainment,4.0,0,3.0,1,1
600,461256,1,0,33,0,Doctor,1.0,2,4.0,3,2
606,462695,1,1,51,1,Artist,8.0,2,5.0,5,0
607,466208,1,1,67,0,Executive,2.0,1,1.0,5,2
608,462128,1,1,38,1,Artist,9.0,0,2.0,5,2
609,467329,0,0,40,1,Doctor,0.0,2,1.0,5,2
610,461609,0,1,45,1,Artist,5.0,0,2.0,5,1
611,464470,1,1,48,1,Artist,0.0,0,4.0,5,2
612,462705,0,1,69,0,Lawyer,0.0,0,2.0,5,2
613,465255,1,0,21,0,Healthcare,9.0,2,5.0,5,3
616,466018,1,1,72,1,Artist,0.0,2,3.0,3,2
618,459115,0,0,21,0,Marketing,1.0,2,5.0,3,3
619,461263,0,1,48,1,Artist,1.0,2,1.0,3,0
621,460366,1,0,28,0,Healthcare,1.0,2,5.0,3,3
622,464106,1,1,55,1,Entertainment,1.0,2,2.0,5,0
623,465696,0,0,56,1,Artist,0.0,2,2.0,5,2
624,461627,1,1,50,1,Doctor,1.0,2,2.0,5,2
625,467963,1,0,21,0,Healthcare,1.0,2,4.0,5,3
626,462437,1,0,18,0,Healthcare,0.0,2,6.0,5,3
627,467543,1,1,68,1,Lawyer,0.0,1,2.0,5,1
628,465206,1,1,47,1,Artist,13.0,2,1.0,5,2
629,463040,1,1,75,0,Lawyer,1.0,1,2.0,5,1
630,461668,1,1,50,1,Artist,3.0,0,4.0,1,2
631,461955,1,0,31,1,Healthcare,0.0,2,4.0,5,3
632,467139,0,0,30,1,Artist,0.0,2,3.0,5,0
633,459366,0,1,41,1,Artist,0.0,2,4.0,5,0
635,462167,0,1,35,0,Healthcare,2.0,2,1.0,5,0
636,466752,1,1,37,1,Healthcare,0.0,2,1.0,5,3
638,466902,1,1,50,1,Doctor,0.0,0,3.0,5,2
639,459534,1,1,36,1,Artist,0.0,0,2.0,5,2
640,463399,0,0,26,0,Marketing,3.0,2,3.0,2,0
642,464878,1,0,22,0,Healthcare,0.0,2,4.0,3,3
643,467599,0,0,19,0,Healthcare,0.0,2,3.0,5,3
644,466226,0,1,45,1,Artist,0.0,0,5.0,5,2
645,463576,0,0,31,0,Doctor,0.0,2,4.0,5,3
646,464911,1,1,56,1,Artist,0.0,0,3.0,3,2
648,463909,0,0,25,1,Healthcare,1.0,2,3.0,5,1
649,466099,0,1,73,1,Lawyer,1.0,2,1.0,5,1
650,464427,1,1,62,1,Doctor,1.0,0,4.0,2,2
651,463951,1,1,46,0,Entertainment,0.0,0,3.0,5,0
653,465289,1,1,25,1,Executive,1.0,1,2.0,5,0
655,464219,1,0,27,1,Marketing,1.0,2,2.0,2,0
656,467098,1,1,87,0,Executive,1.0,2,2.0,5,0
657,467451,0,1,47,1,Artist,0.0,2,1.0,0,0
658,465137,1,1,57,1,Artist,1.0,0,4.0,5,2
659,462289,1,1,60,1,Artist,0.0,0,4.0,2,0
662,467647,1,0,28,1,Healthcare,2.0,2,3.0,5,3
663,459803,1,0,39,1,Doctor,4.0,2,3.0,5,2
664,465972,0,0,47,1,Marketing,9.0,2,1.0,5,3
667,464136,1,1,69,1,Artist,0.0,0,3.0,5,0
668,459286,0,0,42,1,Artist,0.0,2,1.0,5,3
669,463580,0,1,46,1,Engineer,1.0,2,1.0,5,3
670,466636,0,0,23,0,Marketing,3.0,2,3.0,5,2
671,461064,1,0,45,1,Artist,1.0,2,5.0,5,2
672,461597,0,1,38,1,Doctor,1.0,0,4.0,5,1
673,458990,0,1,71,0,Lawyer,1.0,1,3.0,5,3
674,461351,0,0,26,0,Doctor,0.0,2,2.0,5,3
675,464420,0,1,60,1,Artist,8.0,1,2.0,5,2
676,462060,0,1,46,1,Artist,1.0,0,2.0,5,2
677,465707,1,1,39,1,Entertainment,1.0,0,4.0,2,2
678,463733,0,0,18,0,Healthcare,1.0,2,3.0,5,3
679,463960,1,1,26,1,Doctor,1.0,0,2.0,6,0
680,462395,1,1,53,1,Artist,1.0,1,2.0,5,3
681,461015,1,1,40,1,Entertainment,1.0,0,2.0,2,2
683,466267,1,1,26,1,Entertainment,0.0,0,3.0,2,0
684,464056,0,1,65,1,Artist,0.0,0,2.0,5,2
685,465898,0,0,37,1,Artist,12.0,2,2.0,5,0
686,465361,1,0,25,0,Healthcare,0.0,2,4.0,2,2
687,461394,0,0,21,0,Engineer,0.0,2,5.0,1,3
688,466269,0,0,25,0,Healthcare,0.0,2,4.0,1,3
689,466213,1,0,23,0,Healthcare,4.0,2,5.0,5,3
690,465550,0,0,30,1,Healthcare,1.0,2,6.0,2,3
691,463451,0,0,30,0,Doctor,0.0,2,4.0,5,3
692,463877,1,1,42,0,Entertainment,0.0,0,4.0,3,0
694,463876,1,1,49,1,Entertainment,1.0,0,5.0,5,2
695,465448,1,0,32,0,Healthcare,0.0,2,3.0,1,0
697,459325,1,1,26,0,Executive,9.0,1,4.0,5,3
698,467233,0,0,67,0,Artist,1.0,2,2.0,5,1
699,465264,1,1,88,0,Executive,0.0,2,1.0,5,0
700,461811,0,0,40,1,Healthcare,8.0,2,4.0,1,3
702,465368,1,0,18,0,Healthcare,7.0,2,3.0,0,3
704,467693,1,1,61,1,Entertainment,7.0,1,5.0,5,1
706,461499,0,1,25,0,Engineer,0.0,0,2.0,3,0
707,465936,1,0,35,1,Artist,6.0,2,3.0,5,1
708,459748,1,1,46,0,Executive,0.0,1,2.0,5,2
709,466376,0,1,53,0,Homemaker,2.0,1,3.0,5,1
710,460215,1,1,48,1,Entertainment,9.0,2,1.0,5,3
711,462076,1,1,75,1,Lawyer,1.0,2,2.0,5,3
712,465756,1,0,23,0,Healthcare,1.0,2,3.0,3,3
713,463573,1,0,29,0,Doctor,1.0,2,2.0,5,3
714,463455,1,1,46,0,Artist,0.0,2,2.0,5,1
715,460841,0,0,61,1,Marketing,1.0,2,1.0,5,3
716,463959,0,0,37,0,Artist,1.0,2,1.0,5,1
717,461792,0,0,23,0,Healthcare,6.0,2,5.0,1,3
719,462791,0,0,33,0,Healthcare,7.0,2,4.0,4,3
721,463102,1,0,41,0,Entertainment,0.0,2,2.0,5,3
723,462659,1,1,25,1,Entertainment,8.0,0,2.0,5,0
724,463408,1,0,33,0,Marketing,2.0,2,3.0,5,3
725,462071,1,1,43,0,Doctor,0.0,2,2.0,5,0
726,464806,1,1,25,0,Executive,1.0,2,2.0,3,3
727,463664,0,0,26,0,Engineer,0.0,2,1.0,5,0
728,467795,1,0,22,0,Healthcare,1.0,2,5.0,5,3
729,459141,1,1,28,0,Artist,0.0,0,2.0,5,3
730,465900,0,0,36,1,Entertainment,7.0,2,1.0,5,0
731,467265,0,0,28,0,Healthcare,1.0,2,3.0,3,2
732,464490,1,1,85,1,Artist,1.0,1,4.0,5,0
734,460411,1,1,43,1,Healthcare,7.0,1,2.0,5,0
735,466491,1,1,82,0,Executive,1.0,1,2.0,5,1
737,465248,0,0,18,0,Healthcare,3.0,2,3.0,1,3
738,463308,1,1,53,1,Engineer,1.0,2,2.0,2,0
739,463478,1,1,50,1,Artist,0.0,0,4.0,5,1
740,465396,0,1,39,0,Engineer,9.0,0,6.0,3,3
741,461954,0,1,35,0,Engineer,2.0,0,6.0,1,1
743,463800,0,0,33,1,Engineer,1.0,2,3.0,5,0
744,459894,0,1,35,1,Healthcare,1.0,2,3.0,5,2
745,459778,1,1,48,1,Entertainment,0.0,0,4.0,5,1
746,464662,0,1,50,1,Artist,1.0,1,3.0,3,2
747,460878,1,1,47,0,Entertainment,0.0,0,4.0,5,2
748,462187,0,0,50,1,Artist,4.0,2,1.0,5,2
750,461908,0,0,26,0,Healthcare,10.0,2,1.0,5,3
751,461951,1,0,21,0,Healthcare,0.0,2,4.0,5,3
752,465352,1,1,61,1,Entertainment,1.0,0,4.0,5,2
753,464258,0,1,88,0,Lawyer,0.0,1,2.0,5,1
754,464215,1,0,72,0,Marketing,1.0,2,2.0,5,3
755,467561,1,1,61,1,Artist,1.0,2,2.0,5,1
757,464665,0,1,51,0,Engineer,1.0,0,5.0,3,1
758,460670,1,0,42,1,Artist,6.0,2,2.0,2,1
759,461486,1,1,59,0,Entertainment,8.0,0,3.0,5,2
760,459526,0,0,45,1,Healthcare,4.0,2,1.0,5,0
762,466492,0,1,85,1,Lawyer,0.0,1,2.0,5,0
763,459489,1,1,46,1,Doctor,1.0,0,4.0,5,1
764,459681,0,1,32,1,Artist,0.0,0,2.0,5,1
765,462971,0,1,70,1,Engineer,0.0,2,1.0,5,2
767,461221,0,0,30,0,Marketing,1.0,2,4.0,5,1
768,464090,0,0,33,1,Engineer,1.0,2,2.0,5,0
770,459822,0,0,37,1,Engineer,0.0,2,1.0,3,3
771,462540,1,1,32,1,Entertainment,6.0,2,2.0,1,1
772,467411,1,1,52,1,Artist,0.0,1,2.0,5,1
773,463997,0,1,42,0,Entertainment,0.0,0,3.0,5,1
774,464103,1,1,47,1,Artist,3.0,0,2.0,5,1
775,465751,0,1,52,1,Artist,9.0,2,2.0,5,2
776,459797,1,1,66,1,Entertainment,0.0,0,3.0,5,2
778,464572,0,1,47,1,Marketing,1.0,2,1.0,5,3
779,462352,1,1,52,1,Entertainment,1.0,0,3.0,5,1
780,460513,1,0,27,0,Healthcare,2.0,2,4.0,2,3
781,463228,0,1,56,1,Artist,0.0,0,5.0,5,1
782,464765,0,1,53,0,Engineer,7.0,0,6.0,3,0
783,463720,0,1,45,1,Artist,1.0,0,4.0,3,1
784,460799,0,0,37,0,Homemaker,1.0,2,1.0,0,3
785,460891,0,1,36,0,Artist,2.0,0,4.0,2,2
786,460311,1,0,25,1,Entertainment,2.0,2,3.0,0,3
787,466727,0,1,45,1,Artist,1.0,0,2.0,5,1
789,465138,1,0,35,1,Entertainment,1.0,2,3.0,2,0
790,466361,0,1,72,1,Lawyer,1.0,1,2.0,5,1
791,463154,0,1,31,0,Artist,1.0,2,4.0,5,3
792,462967,1,1,47,0,Entertainment,4.0,0,3.0,5,1
793,460908,1,0,20,0,Healthcare,7.0,2,3.0,5,3
794,467560,0,1,73,1,Lawyer,1.0,2,2.0,5,1
796,463281,1,1,25,0,Entertainment,3.0,0,2.0,2,3
797,462466,1,1,52,1,Executive,0.0,1,4.0,5,2
798,463744,0,0,27,1,Artist,1.0,2,6.0,5,2
799,464209,1,1,52,1,Executive,1.0,0,4.0,1,2
800,462528,0,1,49,1,Artist,0.0,2,1.0,5,2
802,460061,1,0,45,1,Marketing,0.0,2,1.0,2,3
803,466188,1,1,59,1,Artist,4.0,2,1.0,3,1
804,467914,0,0,18,0,Healthcare,8.0,2,5.0,5,3
805,462758,1,0,18,0,Healthcare,0.0,2,3.0,5,3
806,465704,1,1,55,0,Artist,1.0,2,1.0,5,2
807,460397,0,0,59,1,Entertainment,1.0,2,1.0,5,0
808,466676,1,0,22,0,Healthcare,0.0,2,2.0,5,3
809,465024,1,1,52,1,Executive,0.0,1,4.0,5,2
810,461630,1,1,51,1,Artist,1.0,0,3.0,5,2
811,465328,1,1,35,0,Executive,0.0,1,5.0,5,0
812,461220,0,0,26,0,Executive,8.0,2,3.0,5,3
813,463935,1,1,38,1,Entertainment,1.0,0,2.0,5,2
814,460514,1,1,43,1,Doctor,1.0,2,4.0,2,0
815,466262,1,0,41,1,Entertainment,1.0,2,2.0,2,0
820,460890,1,1,47,1,Artist,0.0,0,4.0,2,2
821,466415,1,1,71,0,Marketing,1.0,2,1.0,5,3
822,462392,0,0,32,1,Entertainment,1.0,2,3.0,5,0
823,459706,1,1,60,1,Entertainment,1.0,0,3.0,5,2
825,467446,0,0,37,1,Artist,9.0,2,1.0,1,0
826,460528,1,1,48,1,Homemaker,9.0,2,1.0,2,2
828,459212,0,1,68,1,Artist,1.0,0,2.0,5,2
829,462364,1,1,51,0,Artist,0.0,2,3.0,5,0
830,464549,1,1,52,1,Executive,1.0,2,4.0,5,2
831,464555,1,1,31,1,Marketing,13.0,1,4.0,3,3
832,462027,1,0,39,0,Engineer,1.0,2,1.0,5,0
834,467123,0,1,50,1,Executive,4.0,1,3.0,5,1
836,467826,1,0,18,0,Healthcare,0.0,2,6.0,5,3
837,461837,1,1,37,1,Artist,0.0,2,2.0,5,2
838,467328,0,1,50,1,Doctor,1.0,0,3.0,5,1
840,464025,1,0,19,0,Healthcare,1.0,2,6.0,5,3
841,460385,1,0,31,1,Healthcare,0.0,2,4.0,5,3
842,462551,1,1,53,1,Doctor,14.0,0,2.0,5,1
843,462047,0,1,26,1,Artist,12.0,0,2.0,5,1
844,459958,1,0,37,1,Healthcare,8.0,2,3.0,5,3
847,461059,0,1,48,0,Lawyer,1.0,1,2.0,5,3
848,461227,1,0,21,0,Healthcare,0.0,2,4.0,5,3
849,466246,1,0,19,0,Healthcare,0.0,2,4.0,1,3
852,467048,0,1,65,1,Lawyer,0.0,1,3.0,5,1
853,467362,1,1,73,0,Executive,1.0,2,1.0,5,1
854,459846,0,1,50,1,Artist,1.0,0,3.0,5,1
855,460351,1,1,70,1,Lawyer,0.0,2,1.0,5,0
856,459515,1,1,58,1,Engineer,0.0,2,1.0,5,3
858,460829,1,0,18,1,Healthcare,1.0,2,2.0,5,3
859,466559,1,0,32,0,Healthcare,0.0,2,4.0,5,3
860,467236,0,0,40,1,Lawyer,4.0,2,1.0,5,1
861,461816,0,0,49,1,Marketing,0.0,2,5.0,5,0
862,467409,1,0,35,1,Artist,8.0,2,1.0,5,0
863,466299,0,1,40,1,Engineer,0.0,2,2.0,1,1
864,464565,1,0,30,1,Marketing,12.0,2,4.0,5,3
865,465906,0,0,35,1,Artist,5.0,2,1.0,5,0
866,460950,1,1,28,0,Doctor,0.0,2,5.0,0,3
868,459649,1,1,39,1,Healthcare,1.0,0,2.0,5,3
869,461077,1,0,39,1,Entertainment,1.0,2,8.0,2,0
870,464642,0,1,26,1,Engineer,6.0,1,7.0,3,3
871,463741,1,1,36,1,Artist,0.0,1,3.0,5,2
873,465253,1,0,21,0,Healthcare,1.0,2,3.0,6,3
874,459936,0,0,45,1,Artist,2.0,2,1.0,5,1
875,462998,1,1,45,0,Entertainment,10.0,0,4.0,5,1
876,464179,0,1,63,1,Artist,0.0,0,3.0,5,2
877,465655,0,0,45,1,Artist,1.0,2,1.0,5,0
878,462988,0,1,27,1,Healthcare,9.0,1,2.0,5,3
879,463933,1,1,47,0,Executive,0.0,2,7.0,3,0
880,462111,1,1,36,1,Artist,6.0,0,4.0,5,2
882,462747,1,0,25,0,Doctor,7.0,2,4.0,5,2
883,462279,1,0,32,0,Healthcare,0.0,2,7.0,5,3
884,463383,1,1,41,0,Executive,6.0,1,3.0,3,0
885,459743,0,1,50,1,Artist,9.0,0,4.0,5,0
886,461762,0,1,63,1,Artist,0.0,1,2.0,5,2
888,464121,0,1,62,1,Engineer,1.0,2,1.0,5,1
889,465051,1,1,63,1,Marketing,1.0,1,3.0,5,2
890,460140,0,1,36,1,Artist,5.0,2,2.0,5,1
891,466197,0,1,31,0,Engineer,8.0,2,2.0,3,2
892,460433,0,0,45,0,Entertainment,8.0,2,2.0,5,0
893,462953,0,1,45,1,Artist,1.0,0,4.0,5,1
894,462535,1,0,26,0,Doctor,1.0,2,3.0,5,3
896,464735,0,0,38,1,Marketing,8.0,2,3.0,3,3
897,464455,0,1,74,1,Lawyer,1.0,1,2.0,5,1
898,461675,1,0,61,1,Lawyer,1.0,2,1.0,5,2
900,466304,0,1,70,1,Lawyer,1.0,1,2.0,1,1
902,467041,0,1,57,1,Artist,1.0,0,4.0,5,2
904,464858,1,0,20,0,Healthcare,1.0,2,3.0,3,3
905,462040,1,0,19,0,Healthcare,5.0,2,4.0,1,3
906,460800,1,0,52,1,Artist,1.0,2,3.0,2,1
908,462081,1,0,22,0,Marketing,0.0,2,3.0,3,3
914,463874,1,0,25,1,Healthcare,1.0,2,4.0,2,3
915,463525,0,1,40,0,Engineer,0.0,2,3.0,5,0
916,465653,0,1,53,1,Artist,1.0,2,2.0,5,0
917,465905,0,0,32,1,Artist,9.0,2,1.0,5,0
918,465663,0,0,70,1,Artist,0.0,2,2.0,5,1
919,465225,1,0,48,1,Engineer,0.0,2,1.0,1,0
920,465001,1,1,75,1,Lawyer,1.0,1,2.0,5,2
921,466905,1,1,62,1,Artist,0.0,2,1.0,5,1
922,465573,1,1,41,0,Artist,1.0,0,6.0,5,1
923,467008,1,1,55,1,Artist,0.0,0,3.0,5,2
925,463397,0,0,20,0,Healthcare,4.0,2,3.0,3,3
926,466238,1,0,20,0,Healthcare,0.0,2,3.0,3,3
928,462250,0,1,56,1,Entertainment,1.0,0,3.0,3,1
929,462611,1,1,39,0,Executive,1.0,1,7.0,3,3
931,465701,1,1,35,1,Artist,1.0,0,2.0,3,1
932,466242,0,0,35,0,Engineer,1.0,2,1.0,3,0
933,466308,1,0,33,1,Healthcare,0.0,2,2.0,5,2
934,464039,1,0,42,1,Artist,1.0,2,2.0,5,0
935,459972,1,0,35,1,Artist,5.0,2,2.0,5,0
936,461801,0,0,27,0,Healthcare,0.0,2,3.0,5,0
937,462716,1,0,33,0,Entertainment,6.0,2,2.0,3,3
938,467218,0,0,32,1,Artist,9.0,2,1.0,5,3
939,460387,0,0,35,0,Entertainment,4.0,2,2.0,5,3
940,466441,1,0,22,0,Healthcare,0.0,2,9.0,5,3
941,462057,1,1,40,1,Artist,3.0,0,4.0,2,2
942,466991,1,1,51,1,Artist,3.0,0,2.0,5,2
944,461714,1,1,82,1,Lawyer,1.0,1,2.0,5,0
945,463465,1,1,43,1,Artist,6.0,0,3.0,5,1
946,467940,0,0,29,0,Marketing,9.0,2,4.0,1,0
947,461970,0,0,38,1,Artist,9.0,2,1.0,5,1
948,459877,1,1,37,1,Artist,0.0,0,3.0,5,2
949,460784,1,0,32,1,Healthcare,0.0,2,6.0,6,3
950,460137,1,0,26,1,Entertainment,5.0,2,4.0,5,3
951,465201,1,1,39,1,Entertainment,0.0,0,4.0,2,0
952,465371,0,0,43,1,Artist,0.0,2,1.0,5,0
953,463929,1,1,51,1,Doctor,11.0,0,2.0,5,2
954,461998,1,1,52,1,Artist,0.0,0,2.0,5,2
955,460828,1,0,51,0,Entertainment,1.0,2,1.0,5,0
957,461673,1,0,33,0,Healthcare,0.0,2,5.0,4,2
960,462666,1,1,48,1,Artist,0.0,2,2.0,5,2
961,462587,0,1,78,0,Lawyer,1.0,1,2.0,3,1
962,459583,1,1,46,1,Artist,1.0,2,1.0,5,0
964,459493,1,0,26,0,Healthcare,0.0,2,7.0,5,0
968,467949,1,0,22,0,Healthcare,1.0,2,4.0,3,3
969,462406,1,1,27,0,Engineer,6.0,2,3.0,5,3
972,466827,1,1,37,0,Entertainment,0.0,0,4.0,2,3
973,463641,0,0,33,1,Marketing,1.0,2,3.0,4,1
974,467294,0,1,57,0,Engineer,0.0,2,1.0,5,1
975,460875,1,0,35,1,Entertainment,0.0,2,3.0,2,0
976,459183,0,0,26,1,Artist,1.0,2,3.0,1,0
977,464541,1,0,31,1,Doctor,1.0,2,2.0,5,0
979,462959,0,1,56,1,Engineer,2.0,1,2.0,5,1
980,459922,1,1,65,1,Lawyer,0.0,2,1.0,3,3
981,467935,1,0,23,0,Healthcare,7.0,2,3.0,5,3
982,461382,1,1,68,0,Executive,1.0,1,2.0,5,1
983,462521,0,0,32,0,Homemaker,9.0,2,1.0,5,3
984,463296,0,0,21,0,Healthcare,0.0,2,5.0,5,3
986,459705,1,1,25,1,Entertainment,1.0,0,2.0,5,0
987,459984,0,1,36,1,Entertainment,0.0,0,3.0,5,1
988,466051,1,0,25,0,Executive,3.0,2,1.0,3,0
989,463583,1,1,58,1,Artist,9.0,0,4.0,5,2
990,466100,1,1,66,1,Executive,1.0,2,2.0,5,0
991,461427,0,0,42,1,Artist,1.0,2,2.0,5,0
992,464193,0,1,36,1,Doctor,13.0,2,2.0,5,1
993,467835,1,1,58,0,Artist,9.0,2,2.0,5,1
994,463000,0,0,36,0,Engineer,0.0,2,1.0,5,0
995,462457,1,0,28,0,Healthcare,2.0,2,4.0,5,2
996,460426,1,1,45,0,Artist,4.0,0,2.0,5,2
997,466024,0,1,35,0,Entertainment,10.0,2,2.0,2,0
998,467031,1,1,59,1,Artist,11.0,0,3.0,5,2
999,467440,1,1,49,1,Entertainment,0.0,2,1.0,5,0
1000,464377,0,0,51,1,Entertainment,0.0,2,1.0,5,0
1001,465870,1,0,40,1,Artist,5.0,2,2.0,5,0
1003,460095,0,1,74,1,Lawyer,1.0,2,1.0,5,2
1004,463297,1,0,27,1,Healthcare,4.0,2,2.0,5,3
1005,461790,1,1,70,1,Artist,0.0,1,2.0,5,2
1006,467410,0,1,62,1,Lawyer,0.0,2,2.0,5,2
1007,465904,1,0,37,1,Artist,9.0,2,1.0,5,0
1008,459393,0,0,40,0,Healthcare,8.0,2,3.0,2,3
1010,465771,1,1,52,1,Entertainment,1.0,0,4.0,5,1
1011,462013,0,1,57,1,Executive,0.0,0,2.0,5,2
1012,465620,1,0,37,1,Artist,8.0,2,3.0,5,2
1013,459840,1,1,60,1,Artist,1.0,2,1.0,5,1
1014,461460,1,1,43,1,Executive,7.0,1,3.0,5,1
1015,466317,1,1,37,1,Entertainment,4.0,2,1.0,5,1
1016,461962,1,1,59,1,Entertainment,1.0,0,3.0,5,1
1017,466071,0,1,60,1,Artist,2.0,2,3.0,3,1
1018,460796,1,1,69,0,Lawyer,1.0,2,3.0,5,2
1019,467012,1,1,49,1,Executive,1.0,1,4.0,5,2
1020,460357,1,0,23,0,Healthcare,1.0,2,5.0,5,3
1021,460182,0,1,43,1,Artist,2.0,0,3.0,5,1
1022,460491,0,0,22,0,Healthcare,1.0,2,7.0,2,3
1023,466630,1,0,29,0,Healthcare,0.0,2,4.0,5,2
1024,466331,1,1,26,1,Marketing,0.0,2,2.0,2,3
1025,463912,0,1,36,0,Artist,1.0,0,4.0,3,1
1026,461728,0,0,55,1,Entertainment,1.0,2,1.0,5,0
1027,463278,0,1,59,1,Engineer,0.0,2,1.0,2,1
1030,461746,1,1,53,1,Artist,2.0,0,3.0,5,2
1031,465574,1,1,62,1,Artist,1.0,0,3.0,2,1
1032,462170,1,1,73,0,Executive,0.0,1,3.0,5,0
1033,460626,1,1,45,0,Doctor,9.0,1,4.0,5,3
1035,466678,1,0,28,1,Healthcare,1.0,2,4.0,5,3
1036,464930,1,0,25,0,Marketing,0.0,2,2.0,3,0
1037,465447,1,1,52,1,Engineer,1.0,0,3.0,3,2
1038,467549,1,1,61,1,Entertainment,11.0,0,3.0,5,0
1039,463718,0,0,27,1,Artist,1.0,2,4.0,5,3
1040,467626,1,1,31,1,Entertainment,8.0,0,2.0,5,1
1041,459058,1,0,40,1,Artist,1.0,2,4.0,2,0
1042,461983,1,0,27,1,Artist,1.0,2,3.0,5,1
1043,461207,0,0,60,1,Artist,6.0,2,1.0,5,1
1044,467585,1,1,40,1,Healthcare,6.0,1,2.0,5,0
1045,464604,1,1,32,0,Entertainment,5.0,2,2.0,3,0
1046,462529,0,1,42,1,Engineer,1.0,2,2.0,5,1
1047,460475,1,1,32,1,Doctor,0.0,0,2.0,2,3
1048,463553,1,0,27,1,Artist,9.0,2,2.0,5,1
1049,460912,1,0,29,0,Entertainment,1.0,2,5.0,5,3
1050,461715,1,0,43,1,Entertainment,0.0,2,5.0,1,0
1051,459567,1,1,48,1,Doctor,1.0,0,2.0,5,2
1052,462340,1,1,62,0,Entertainment,1.0,0,6.0,5,1
1053,461834,0,0,42,1,Artist,7.0,2,2.0,5,2
1054,459677,1,1,25,1,Artist,8.0,0,2.0,5,1
1056,467911,1,1,61,1,Healthcare,1.0,2,4.0,5,3
1057,462981,0,0,26,0,Homemaker,8.0,2,1.0,5,3
1058,463055,0,0,27,1,Doctor,1.0,2,4.0,3,1
1059,461884,0,1,40,1,Artist,0.0,2,2.0,5,1
1060,467834,0,0,23,0,Healthcare,0.0,2,4.0,1,3
1061,463019,1,1,45,1,Executive,0.0,1,4.0,5,1
1062,466996,0,0,37,1,Artist,9.0,2,1.0,5,0
1064,459479,1,1,70,0,Marketing,1.0,2,2.0,5,0
